location,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,,,
Maldives,7/14/2021,571291,320059,251232,,4738,5767,105.09,58.88,46.21,,10609,313,0.058,,,
Maldives,7/15/2021,575737,320457,255280,,4446,5419,105.91,58.95,46.96,,9968,331,0.061,,,
Maldives,7/16/2021,576436,320482,255954,,699,5335,106.04,58.95,47.08,,9814,334,0.061,,,
Maldives,7/17/2021,579301,320776,258525,,2865,4653,106.56,59.01,47.56,,8559,332,0.061,,,
Maldives,7/18/2021,,,,,,3658,,,,,6729,296,0.054,,,
Maldives,7/19/2021,580648,320887,259761,,,2700,106.81,59.03,47.78,,4967,216,0.04,,,
Maldives,7/20/2021,,,,,,2058,,,,,3786,175,0.032,,,
Maldives,7/21/2021,581272,320991,260281,,,1426,106.93,59.05,47.88,,2623,133,0.024,,,
Maldives,7/22/2021,581726,321107,260619,,454,856,107.01,59.07,47.94,,1575,93,0.017,,,
Maldives,7/23/2021,582029,321255,260774,,303,799,107.07,59.1,47.97,,1470,110,0.02,,,
Maldives,7/24/2021,582341,321350,260991,,312,434,107.12,59.11,48.01,,798,82,0.015,,,
Maldives,7/25/2021,,,,,,388,,,,,714,80,0.015,,,
Maldives,7/26/2021,583034,321429,261605,,,341,107.25,59.13,48.12,,627,77,0.014,,,
Maldives,7/27/2021,583651,321523,262128,,617,384,107.36,59.14,48.22,,706,83,0.015,,,
Maldives,7/28/2021,584661,321594,263067,,1010,484,107.55,59.16,48.39,,890,86,0.016,,,
Maldives,7/29/2021,,,,,,563,,,,,1036,82,0.015,,,
Maldives,7/30/2021,586677,321764,264913,,,664,107.92,59.19,48.73,,1221,73,0.013,,,
Maldives,7/31/2021,590954,322710,268244,,4277,1230,108.71,59.36,49.34,,2263,194,0.036,,,
Maldives,8/1/2021,595120,323568,271552,,4166,1776,109.47,59.52,49.95,,3267,311,0.057,,,
Maldives,8/2/2021,600009,325060,274949,,4889,2425,110.37,59.8,50.58,,4461,519,0.095,,,
Maldives,8/3/2021,604808,326339,278469,,4799,3022,111.26,60.03,51.22,,5559,688,0.127,,,
Maldives,8/4/2021,607932,327579,280353,,3124,3324,111.83,60.26,51.57,,6115,855,0.157,,,
Maldives,8/5/2021,,,,,,3475,,,,,6392,973,0.179,,,
Maldives,8/6/2021,612056,329403,282653,,,3626,112.59,60.59,51.99,,6670,1091,0.201,,,
Maldives,8/7/2021,614833,330504,284329,,2777,3411,113.1,60.8,52.3,,6275,1113,0.205,,,
Maldives,8/8/2021,617585,331654,285931,,2752,3209,113.61,61.01,52.6,,5903,1155,0.212,,,
Maldives,8/9/2021,620415,332816,287599,,2830,2915,114.13,61.22,52.9,,5362,1108,0.204,,,
Maldives,8/10/2021,631716,339980,291736,,11301,3844,116.21,62.54,53.67,,7071,1949,0.359,,,
Maldives,8/11/2021,633914,341009,292905,,2198,3712,116.61,62.73,53.88,,6828,1919,0.353,,,
Maldives,8/12/2021,636620,342511,294109,,2706,3804,117.11,63.01,54.1,,6998,2003,0.368,,,
Maldives,8/13/2021,637157,342793,294364,,537,3586,117.21,63.06,54.15,,6597,1913,0.352,,,
Maldives,8/14/2021,638940,343901,295039,,1783,3444,117.53,63.26,54.27,,6335,1914,0.352,,,
Maldives,8/15/2021,645008,349136,295872,,6068,3918,118.65,64.22,54.43,,7207,2497,0.459,,,
Maldives,8/16/2021,650690,354192,296498,,5682,4325,119.7,65.15,54.54,,7956,3054,0.562,,,
Maldives,8/17/2021,653886,356883,297003,,3196,3167,120.28,65.65,54.63,,5826,2415,0.444,,,
Maldives,8/18/2021,657203,359647,297556,,3317,3327,120.89,66.16,54.74,,6120,2663,0.49,,,
Maldives,8/19/2021,662392,364064,298328,,5189,3682,121.85,66.97,54.88,,6773,3079,0.566,,,
Maldives,8/20/2021,663265,364847,298418,,873,3730,122.01,67.11,54.89,,6861,3151,0.58,,,
Maldives,8/21/2021,667225,368148,299077,,3960,4041,122.74,67.72,55.02,,7434,3464,0.637,,,
Maldives,8/22/2021,672365,372777,299588,,5140,3908,123.68,68.57,55.11,,7189,3377,0.621,,,
Maldives,8/23/2021,676694,376630,300064,,4329,3715,124.48,69.28,55.2,,6834,3205,0.59,,,
Maldives,8/24/2021,679806,379379,300427,,3112,3703,125.05,69.79,55.26,,6812,3214,0.591,,,
Maldives,8/25/2021,681050,380379,300671,,1244,3407,125.28,69.97,55.31,,6267,2962,0.545,,,
Maldives,8/26/2021,682823,381745,301078,,1773,2919,125.61,70.22,55.38,,5370,2526,0.465,,,
Maldives,8/27/2021,683091,381902,301189,,268,2832,125.66,70.25,55.4,,5210,2436,0.448,,,
Maldives,8/28/2021,684200,382677,301523,,1109,2425,125.86,70.39,55.47,,4461,2076,0.382,,,
Maldives,8/29/2021,684946,383089,301857,,746,1797,126,70.47,55.53,,3306,1473,0.271,,,
Maldives,8/30/2021,685802,383620,302182,,856,1301,126.15,70.57,55.59,,2393,999,0.184,,,
Maldives,8/31/2021,686956,384444,302512,,1154,1021,126.37,70.72,55.65,,1878,724,0.133,,,
Maldives,9/1/2021,,,,,,943,,,,,1735,634,0.117,,,
Maldives,9/2/2021,,,,,,789,,,,,1451,491,0.09,,,
Maldives,9/3/2021,689039,385554,303485,,,850,126.75,70.92,55.83,,1564,522,0.096,,,
Maldives,9/4/2021,689522,385855,303667,,483,760,126.84,70.98,55.86,,1398,454,0.084,,,
Maldives,9/5/2021,690218,386253,303965,,696,753,126.97,71.05,55.91,,1385,452,0.083,,,
Maldives,9/6/2021,692085,386514,305571,,1867,898,127.31,71.1,56.21,,1652,413,0.076,,,
Maldives,9/7/2021,694902,386807,308095,,2817,1135,127.83,71.15,56.67,,2088,338,0.062,,,
Maldives,9/8/2021,697787,387195,310592,,2885,1448,128.36,71.23,57.13,,2664,340,0.063,,,
Maldives,9/9/2021,702063,388053,314010,,4276,1960,129.15,71.38,57.76,,3605,410,0.075,,,
Maldives,9/10/2021,703328,388299,315029,,1265,2041,129.38,71.43,57.95,,3754,392,0.072,,,
Maldives,9/11/2021,707856,388776,319080,,4528,2619,130.21,71.52,58.7,,4818,417,0.077,,,
Maldives,9/12/2021,710805,389235,321570,,2949,2941,130.75,71.6,59.15,,5410,426,0.078,,,
Maldives,9/13/2021,713236,389557,323679,,2431,3022,131.2,71.66,59.54,,5559,435,0.08,,,
Maldives,9/14/2021,715975,389821,326154,,2739,3010,131.71,71.71,60,,5537,431,0.079,,,
Maldives,9/15/2021,718915,390285,328630,,2940,3018,132.25,71.79,60.45,,5552,441,0.081,,,
Maldives,9/16/2021,720666,390644,330022,,1751,2658,132.57,71.86,60.71,,4889,370,0.068,,,
Maldives,9/17/2021,720978,390672,330306,,312,2521,132.63,71.86,60.76,,4637,339,0.062,,,
Maldives,9/18/2021,722370,390965,331405,,1392,2073,132.88,71.92,60.96,,3813,313,0.058,,,
Maldives,9/19/2021,,,,,,1746,,,,,3212,261,0.048,,,
Maldives,9/20/2021,723682,391153,332529,,,1492,133.12,71.95,61.17,,2745,228,0.042,,,
Maldives,9/21/2021,724971,391309,333662,,1289,1285,133.36,71.98,61.38,,2364,213,0.039,,,
Maldives,9/22/2021,,,,,,992,,,,,1825,163,0.03,,,
Maldives,9/23/2021,726741,391542,335199,,,868,133.69,72.02,61.66,,1597,128,0.024,,,
Maldives,9/24/2021,726875,391582,335293,,134,842,133.71,72.03,61.68,,1549,130,0.024,,,
Maldives,9/25/2021,727664,391738,335926,,789,756,133.86,72.06,61.79,,1391,110,0.02,,,
Maldives,9/26/2021,,,,,,776,,,,,1427,113,0.021,,,
Maldives,9/27/2021,729253,391960,337293,,,796,134.15,72.1,62.05,,1464,115,0.021,,,
Maldives,9/28/2021,,,,,,702,,,,,1291,104,0.019,,,
Maldives,9/29/2021,730513,392114,338399,,,665,134.38,72.13,62.25,,1223,98,0.018,,,
Maldives,9/30/2021,731796,392315,339481,,1283,722,134.62,72.17,62.45,,1328,110,0.02,,,
Maldives,10/1/2021,,,,,,805,,,,,1481,117,0.022,,,
Maldives,10/2/2021,733220,392490,340730,,,794,134.88,72.2,62.68,,1461,107,0.02,,,
Maldives,10/3/2021,733992,392591,341401,,772,790,135.02,72.22,62.8,,1453,106,0.019,,,
Maldives,10/4/2021,735018,392681,342337,,1026,824,135.21,72.23,62.97,,1516,103,0.019,,,
Maldives,10/5/2021,735922,392773,343149,,904,863,135.37,72.25,63.12,,1588,105,0.019,,,
Maldives,10/6/2021,737010,392887,344123,,1088,928,135.57,72.27,63.3,,1707,110,0.02,,,
Maldives,10/7/2021,,,,,,828,,,,,1523,87,0.016,,,
Maldives,10/8/2021,738169,392966,345203,,,809,135.79,72.29,63.5,,1488,80,0.015,,,
Maldives,10/9/2021,739055,393059,345996,,886,834,135.95,72.3,63.65,,1534,81,0.015,,,
Maldives,10/10/2021,739914,393133,346781,,859,846,136.11,72.32,63.79,,1556,77,0.014,,,
Maldives,10/11/2021,740902,393344,347558,,988,841,136.29,72.36,63.93,,1547,95,0.017,,,
Maldives,10/12/2021,742075,393413,348662,,1173,879,136.51,72.37,64.14,,1617,91,0.017,,,
Maldives,10/13/2021,742929,393501,349428,,854,846,136.66,72.39,64.28,,1556,88,0.016,,,
Maldives,10/14/2021,744350,393611,350739,,1421,966,136.92,72.41,64.52,,1777,98,0.018,,,
Maldives,10/15/2021,,,,,,919,,,,,1691,97,0.018,,,
Maldives,10/16/2021,744848,393679,351169,,,828,137.02,72.42,64.6,,1523,89,0.016,,,
Maldives,10/17/2021,745288,393718,351570,,440,768,137.1,72.43,64.67,,1413,84,0.015,,,
Maldives,10/18/2021,,,,,,709,,,,,1304,60,0.011,,,
Maldives,10/19/2021,746440,393813,352627,,,624,137.31,72.44,64.87,,1148,57,0.01,,,
Maldives,10/20/2021,746986,393878,353108,,546,580,137.41,72.45,64.95,,1067,54,0.01,,,
Maldives,10/21/2021,747719,393946,353773,,733,481,137.54,72.47,65.08,,885,48,0.009,,,
Maldives,10/22/2021,,,,,,495,,,,,911,50,0.009,,,
Maldives,10/23/2021,748413,394049,354364,,,509,137.67,72.49,65.19,,936,53,0.01,,,
Maldives,10/24/2021,748858,394099,354759,,445,510,137.75,72.5,65.26,,938,54,0.01,,,
Maldives,10/25/2021,749426,394176,355250,,568,509,137.86,72.51,65.35,,936,59,0.011,,,
Maldives,10/26/2021,750014,394228,355786,,588,511,137.97,72.52,65.45,,940,59,0.011,,,
Maldives,10/27/2021,,,,,,542,,,,,997,67,0.012,,,
Maldives,10/28/2021,751551,394463,357088,,,547,138.25,72.56,65.69,,1006,74,0.014,,,
Maldives,10/29/2021,,,,,,521,,,,,958,71,0.013,,,
Maldives,10/30/2021,751880,394522,357358,,,495,138.31,72.57,65.74,,911,68,0.013,,,
Maldives,10/31/2021,752341,394574,357767,,461,498,138.39,72.58,65.81,,916,68,0.013,,,
Maldives,11/1/2021,752815,394633,358182,,474,484,138.48,72.59,65.89,,890,65,0.012,,,
Maldives,11/2/2021,753443,394699,358744,,628,490,138.6,72.61,65.99,,901,67,0.012,,,
Maldives,11/3/2021,,,,,,407,,,,,749,54,0.01,,,
Maldives,11/4/2021,,,,,,324,,,,,596,41,0.008,,,
Maldives,11/5/2021,,,,,,327,,,,,602,40,0.007,,,
Maldives,11/6/2021,754195,394801,359394,,,331,138.74,72.62,66.11,,609,40,0.007,,,
Maldives,11/7/2021,,,,,,296,,,,,544,37,0.007,,,
Maldives,11/8/2021,754629,394871,359758,,,259,138.82,72.64,66.18,,476,34,0.006,,,
Maldives,11/9/2021,755091,394930,360161,,462,235,138.9,72.65,66.25,,432,33,0.006,,,
Maldives,11/10/2021,755588,395004,360584,,497,280,138.99,72.66,66.33,,515,40,0.007,,,
Maldives,11/11/2021,,,,,,269,,,,,495,39,0.007,,,
Maldives,11/12/2021,,,,,,258,,,,,475,37,0.007,,,
Maldives,11/13/2021,,,,,,248,,,,,456,36,0.007,,,
Maldives,11/14/2021,756045,395068,360977,,,233,139.08,72.67,66.4,,429,33,0.006,,,
Maldives,11/15/2021,756322,395125,361197,,277,242,139.13,72.68,66.44,,445,36,0.007,,,
Maldives,11/16/2021,761976,395195,361391,5390,5654,984,140.17,72.7,66.48,0.99,1810,38,0.007,,,
Maldives,11/17/2021,762498,395233,361635,5630,522,987,140.26,72.7,66.52,1.04,1816,33,0.006,,,
Maldives,11/18/2021,763252,395302,361941,6009,754,1079,140.4,72.72,66.58,1.11,1985,40,0.007,,,
Maldives,11/19/2021,,,,,,1118,,,,,2057,41,0.008,,,
Maldives,11/20/2021,,,,,,1157,,,,,2128,42,0.008,,,
Maldives,11/21/2021,764421,395373,362326,6722,,1197,140.62,72.73,66.65,1.24,2202,44,0.008,,,
Maldives,11/22/2021,765229,395419,362517,7293,808,1272,140.77,72.74,66.69,1.34,2340,42,0.008,,,
Maldives,11/23/2021,766159,395470,362742,7947,930,598,140.94,72.75,66.73,1.46,1100,39,0.007,,,
Maldives,11/24/2021,,,,,,640,,,,,1177,42,0.008,,,
Maldives,11/25/2021,767794,395586,363150,9058,,649,141.24,72.77,66.8,1.67,1194,41,0.008,,,
Maldives,11/26/2021,,,,,,643,,,,,1183,40,0.007,,,
Maldives,11/27/2021,768490,395622,363310,9558,,637,141.37,72.78,66.83,1.76,1172,39,0.007,,,
Maldives,11/28/2021,769583,395672,363580,10331,1093,737,141.57,72.78,66.88,1.9,1356,43,0.008,,,
Maldives,11/29/2021,,,,,,799,,,,,1470,44,0.008,,,
Maldives,11/30/2021,772056,395781,364082,12193,,842,142.02,72.8,66.97,2.24,1549,44,0.008,,,
Maldives,12/1/2021,772883,395807,364229,12847,827,844,142.17,72.81,67,2.36,1553,40,0.007,,,
Maldives,12/2/2021,774438,395879,364402,14157,1555,949,142.46,72.82,67.03,2.6,1746,42,0.008,,,
Maldives,12/3/2021,,,,,,1000,,,,,1840,41,0.008,,,
Maldives,12/4/2021,775843,395907,364520,15416,,1050,142.72,72.83,67.05,2.84,1931,41,0.008,,,
Maldives,12/5/2021,776498,395956,364692,15850,655,988,142.84,72.84,67.09,2.92,1817,41,0.008,,,
Maldives,12/6/2021,777331,396004,364814,16513,833,930,142.99,72.85,67.11,3.04,1711,40,0.007,,,
Maldives,12/7/2021,778312,396066,365046,17200,981,894,143.17,72.86,67.15,3.16,1645,41,0.008,,,
Maldives,12/8/2021,,,,,,926,,,,,1703,43,0.008,,,
Maldives,12/9/2021,780425,396146,365332,18947,,855,143.56,72.87,67.2,3.49,1573,38,0.007,,,
Maldives,12/10/2021,,,,,,801,,,,,1473,37,0.007,,,
Maldives,12/11/2021,781076,396162,365482,19432,,748,143.68,72.87,67.23,3.57,1376,36,0.007,,,
Maldives,12/12/2021,781907,396207,365604,20096,831,773,143.83,72.88,67.25,3.7,1422,36,0.007,,,
Maldives,12/13/2021,782632,396254,365725,20653,725,757,143.97,72.89,67.28,3.8,1393,36,0.007,,,
Maldives,12/14/2021,783271,396288,365882,21101,639,708,144.08,72.9,67.3,3.88,1302,32,0.006,,,
Maldives,12/15/2021,783957,396322,366038,21597,686,656,144.21,72.9,67.33,3.97,1207,31,0.006,,,
Maldives,12/16/2021,784616,396358,366165,22093,659,599,144.33,72.91,67.36,4.06,1102,30,0.006,,,
Maldives,12/17/2021,,,,,,571,,,,,1050,30,0.006,,,
Maldives,12/18/2021,784878,396369,366210,22299,,543,144.38,72.91,67.37,4.1,999,30,0.006,,,
Maldives,12/19/2021,785241,396410,366358,22473,363,476,144.45,72.92,67.39,4.13,876,29,0.005,,,
Maldives,12/20/2021,785693,396452,366452,22789,452,437,144.53,72.93,67.41,4.19,804,28,0.005,,,
Maldives,12/21/2021,,,,,,438,,,,,806,28,0.005,,,
Maldives,12/22/2021,786987,396511,366748,23728,,433,144.77,72.94,67.46,4.36,797,27,0.005,,,
Maldives,12/23/2021,,,,,,370,,,,,681,26,0.005,,,
Maldives,12/24/2021,,,,,,383,,,,,705,30,0.006,,,
Maldives,12/25/2021,,,,,,396,,,,,728,34,0.006,,,
Maldives,12/26/2021,787873,396635,367068,24170,,376,144.93,72.96,67.52,4.45,692,32,0.006,,,
Maldives,12/27/2021,788978,396681,367194,25103,1105,469,145.13,72.97,67.55,4.62,863,33,0.006,,,
Maldives,12/28/2021,789675,396745,367346,25584,697,476,145.26,72.98,67.57,4.71,876,38,0.007,,,
Maldives,12/29/2021,790154,396779,367450,25925,479,452,145.35,72.99,67.59,4.77,831,38,0.007,,,
Maldives,12/30/2021,,,,,,449,,,,,826,35,0.006,,,
Maldives,12/31/2021,,,,,,445,,,,,819,32,0.006,,,
Maldives,1/1/2022,,,,,,442,,,,,813,30,0.006,,,
Maldives,1/2/2022,790942,396822,367672,26448,,438,145.5,73,67.63,4.87,806,27,0.005,,,
Maldives,1/3/2022,,,,,,329,,,,,605,24,0.004,,,
Maldives,1/4/2022,791614,396882,367865,26867,,277,145.62,73.01,67.67,4.94,510,20,0.004,,,
Maldives,1/5/2022,791929,396916,367950,27063,315,254,145.68,73.01,67.69,4.98,467,20,0.004,,,
Maldives,1/6/2022,792296,396941,368047,27308,367,278,145.74,73.02,67.7,5.02,511,22,0.004,,,
Maldives,1/7/2022,,,,,,270,,,,,497,21,0.004,,,
Maldives,1/8/2022,792581,396954,368153,27474,,262,145.8,73.02,67.72,5.05,482,20,0.004,,,
Maldives,1/9/2022,792981,396981,368238,27762,400,291,145.87,73.03,67.74,5.11,535,23,0.004,,,
Maldives,1/10/2022,793469,397033,368351,28085,488,313,145.96,73.04,67.76,5.17,576,26,0.005,,,
Maldives,1/11/2022,,,,,,362,,,,,666,28,0.005,,,
Maldives,1/12/2022,794834,397123,368622,29089,,415,146.21,73.05,67.81,5.35,763,30,0.006,,,
Maldives,1/13/2022,,,,,,535,,,,,984,29,0.005,,,
Maldives,1/14/2022,,,,,,687,,,,,1264,30,0.006,,,
Maldives,1/15/2022,798457,397179,368751,32527,,839,146.88,73.06,67.83,5.98,1543,32,0.006,,,
Maldives,1/16/2022,801114,397211,368817,35086,2657,1162,147.37,73.07,67.84,6.45,2138,33,0.006,,,
Maldives,1/17/2022,803859,397248,368886,37725,2745,1484,147.87,73.07,67.86,6.94,2730,31,0.006,,,
Maldives,1/18/2022,,,,,,1803,,,,,3317,30,0.006,,,
Maldives,1/19/2022,809683,397330,369040,43313,,2121,148.94,73.09,67.89,7.97,3902,30,0.006,,,
Maldives,1/20/2022,,,,,,2234,,,,,4109,29,0.005,,,
Maldives,1/21/2022,,,,,,2347,,,,,4317,29,0.005,,,
Maldives,1/22/2022,815675,397382,369151,49142,,2460,150.05,73.1,67.91,9.04,4525,29,0.005,,,
Maldives,1/23/2022,819148,397421,369252,52475,3473,2576,150.68,73.11,67.92,9.65,4739,30,0.006,,,
Maldives,1/24/2022,822406,397457,369337,55612,3258,2650,151.28,73.11,67.94,10.23,4875,30,0.006,,,
Maldives,1/25/2022,825843,397483,369424,58936,3437,2725,151.92,73.12,67.96,10.84,5013,28,0.005,,,
Maldives,1/26/2022,829457,397504,369551,62402,3614,2825,152.58,73.12,67.98,11.48,5197,25,0.005,,,
Maldives,1/27/2022,,,,,,2924,,,,,5379,26,0.005,,,
Maldives,1/28/2022,,,,,,3023,,,,,5561,28,0.005,,,
Maldives,1/29/2022,837526,397586,369716,70224,,3122,154.06,73.14,68.01,12.92,5743,29,0.005,,,
Maldives,1/30/2022,840260,397615,369820,72825,2734,3016,154.57,73.14,68.03,13.4,5548,28,0.005,,,
Maldives,1/31/2022,843409,397642,369883,75884,3149,3000,155.15,73.15,68.04,13.96,5519,26,0.005,,,
Maldives,2/1/2022,846039,397683,369989,78367,2630,2885,155.63,73.15,68.06,14.42,5307,29,0.005,,,
Maldives,2/2/2022,849883,397740,370052,82091,3844,2918,156.34,73.17,68.07,15.1,5368,34,0.006,,,
Maldives,2/3/2022,,,,,,2802,,,,,5154,31,0.006,,,
Maldives,2/4/2022,,,,,,2687,,,,,4943,28,0.005,,,
Maldives,2/5/2022,855524,397761,370087,87676,,2571,157.38,73.17,68.08,16.13,4729,25,0.005,,,
Maldives,2/6/2022,859352,397804,370161,91387,3828,2727,158.08,73.18,68.09,16.81,5016,27,0.005,,,
Maldives,2/7/2022,863132,397826,370258,95048,3780,2818,158.77,73.18,68.11,17.48,5184,26,0.005,,,
Maldives,2/8/2022,866176,397851,370311,98014,3044,2877,159.33,73.19,68.12,18.03,5292,24,0.004,,,
Maldives,2/9/2022,869319,397872,370359,101088,3143,2777,159.91,73.19,68.13,18.6,5108,19,0.003,,,
Maldives,2/10/2022,872479,397920,370425,104134,3160,2959,160.49,73.2,68.14,19.16,5443,25,0.005,,,
Maldives,2/11/2022,,,,,,2880,,,,,5298,25,0.005,,,
Maldives,2/12/2022,875130,397937,370449,106744,,2801,160.98,73.2,68.14,19.64,5152,25,0.005,,,
Maldives,2/13/2022,877141,397956,370515,108670,2011,2541,161.35,73.2,68.16,19.99,4674,22,0.004,,,
Maldives,2/14/2022,,,,,,2288,,,,,4209,22,0.004,,,
Maldives,2/15/2022,881155,398010,370594,112551,,2140,162.09,73.21,68.17,20.7,3937,23,0.004,,,
Maldives,2/16/2022,,,,,,1992,,,,,3664,23,0.004,,,
Maldives,2/17/2022,885373,398056,370688,116629,,1842,162.87,73.22,68.19,21.45,3388,19,0.003,,,
Maldives,2/18/2022,,,,,,1782,,,,,3278,19,0.003,,,
Maldives,2/19/2022,887178,398072,370710,118396,,1721,163.2,73.23,68.19,21.78,3166,19,0.003,,,
Maldives,2/20/2022,,,,,,1688,,,,,3105,19,0.003,,,
Maldives,2/21/2022,890729,398102,370824,121803,,1654,163.85,73.23,68.21,22.41,3043,17,0.003,,,
Maldives,2/22/2022,892300,398119,370866,123315,1571,1592,164.14,73.23,68.22,22.68,2929,16,0.003,,,
Maldives,2/23/2022,893668,398137,370887,124644,1368,1486,164.39,73.24,68.23,22.93,2734,15,0.003,,,
Maldives,2/24/2022,895597,398168,370973,126456,1929,1461,164.75,73.24,68.24,23.26,2688,16,0.003,,,
Maldives,2/25/2022,,,,,,1507,,,,,2772,16,0.003,,,
Maldives,2/26/2022,898055,398178,370987,128890,,1554,165.2,73.25,68.24,23.71,2859,15,0.003,,,
Maldives,2/27/2022,899878,398197,371051,130630,1823,1561,165.53,73.25,68.26,24.03,2871,16,0.003,,,
Maldives,2/28/2022,902028,398214,371091,132723,2150,1614,165.93,73.25,68.26,24.41,2969,16,0.003,,,
Maldives,3/1/2022,903380,398229,371132,134019,1352,1583,166.18,73.26,68.27,24.65,2912,16,0.003,,,
Maldives,3/2/2022,904792,398243,371170,135379,1412,1589,166.44,73.26,68.28,24.9,2923,15,0.003,,,
Maldives,3/3/2022,905827,398256,371198,136373,1035,1461,166.63,73.26,68.28,25.09,2688,13,0.002,,,
Maldives,3/4/2022,,,,,,1340,,,,,2465,12,0.002,,,
Maldives,3/5/2022,906588,398262,371224,137102,,1219,166.77,73.26,68.29,25.22,2242,12,0.002,,,
United Arab Emirates,1/5/2021,826301,,,,,,8.27,,,,,,,,,
United Arab Emirates,1/6/2021,826301,,,,0,0,8.27,,,,0,,,,,
United Arab Emirates,1/7/2021,887697,,,,61396,30698,8.88,,,,3073,,,,,
United Arab Emirates,1/8/2021,941556,,,,53859,38418,9.42,,,,3845,,,,,
United Arab Emirates,1/9/2021,1020349,,,,78793,48512,10.21,,,,4856,,,,,
United Arab Emirates,1/10/2021,1086568,836568,250000,,66219,52053,10.88,8.37,2.5,,5210,,,,,
United Arab Emirates,1/11/2021,1167251,,,,80683,56825,11.68,,,,5688,60087,0.601,,,
United Arab Emirates,1/12/2021,1275652,,,,108401,64193,12.77,,,,6425,60087,0.601,,,
United Arab Emirates,1/13/2021,1394580,,,,118928,81183,13.96,,,,8126,60087,0.601,,,
United Arab Emirates,1/14/2021,1527833,,,,133253,91448,15.29,,,,9153,60087,0.601,,,
United Arab Emirates,1/15/2021,1665987,,,,138154,103490,16.67,,,,10358,60087,0.601,,,
United Arab Emirates,1/16/2021,1797926,,,,131939,111082,18,,,,11118,60087,0.601,,,
United Arab Emirates,1/17/2021,1882778,,,,84852,113744,18.84,,,,11385,60087,0.601,,,
United Arab Emirates,1/18/2021,1971521,,,,88743,114896,19.73,,,,11500,60087,0.601,,,
United Arab Emirates,1/19/2021,2065367,,,,93846,112816,20.67,,,,11292,60087,0.601,,,
United Arab Emirates,1/20/2021,2161150,,,,95783,109510,21.63,,,,10961,60087,0.601,,,
United Arab Emirates,1/21/2021,2246069,,,,84919,102605,22.48,,,,10270,60087,0.601,,,
